FLYBASE,query,SYMBOL,GENENAME,chromosome_name,start_position,end_position
FBgn0263235,CG16997,Phae2,Phaedra 2,2L,12111110,12112256
FBgn0263236,SP1029,SP1029,SP1029,3R,29244961,29250451
FBgn0263237,Cdk7,Cdk7,Cyclin-dependent kinase 7,X,5307465,5308983
FBgn0263239,CG12029,dar1,dendritic arbor reduction 1,3L,3626352,3653442
FBgn0263240,CG1621,Coop,Corepressor of Pangolin,2R,7490836,7492589
FBgn0263241,Mocs1,Mocs1,Molybdenum cofactor synthesis 1,3L,11070526,11073348
FBgn0263251,Ard1,vnc,variable nurse cells,3L,9972312,9974023
FBgn0263257,cngl,Cngl,Cyclic nucleotide-gated ion channel-like,X,15386038,15441252
FBgn0263258,CG32556,chas,chascon,X,17672458,17698730
FBgn0263260,CG12918,sel,seele,2R,10050862,10052167
FBgn0263278,CG9523,Fic,Fic domain-containing protein,2L,6424336,6426371
FBgn0263289,scrib,scrib,scribble,3R,26536350,26604051
FBgn0263316,CG14709,Mrp4,Multidrug resistance protein 4,3R,11569250,11575937
FBgn0263351,AP-50,AP-2mu,"Adaptor Protein complex 2, mu subunit",3R,22462455,22464603
FBgn0263352,Unr,Unr,Upstream of N-ras,3L,8432322,8442381
FBgn0263353,CG11000,CG11000,uncharacterized protein,3R,5802328,5813258
FBgn0263354,CG31847,CG42784,uncharacterized protein,2L,13415431,13500427
FBgn0263355,CG31688,CG31688,uncharacterized protein,2L,20426199,20447905
FBgn0263390,Nha2,Nha2,Na[+]/H[+] hydrogen antiporter 2,3R,22981459,22998528
FBgn0263391,hts,hts,hu li tai shao,2R,19397032,19424903
FBgn0263395,hppy,hppy,happyhour,2R,19178738,19227193
FBgn0263396,sqd,sqd,squid,3R,13634862,13646304
FBgn0263397,Ih,Ih,I[[h]] channel,2R,14276130,14300095
FBgn0263398,CG6364,Uck,Uridine-cytidine kinase,3R,24290172,24293371
FBgn0263456,nwk,nwk,nervous wreck,3L,9137860,9145693
FBgn0263490,mld,mld,molting defective,3R,24585653,24623899
FBgn0263510,CG6751,nclb,no child left behind,2R,10875748,10877296
FBgn0263511,Vsx1,Vsx1,Visual system homeobox 1,X,5594255,5612865
FBgn0263512,Vsx2,Vsx2,Visual system homeobox 2,X,5528927,5560183
FBgn0263593,CG8709,Lpin,Lipin,2R,8136986,8156654
FBgn0263594,growl,lost,lost,3R,4403076,4407182
FBgn0263598,Vha68-2,Vha68-2,Vacuolar H[+] ATPase 68 kDa subunit 2,2L,12974322,12978607
FBgn0263599,CG5931,l(3)72Ab,lethal (3) 72Ab,3L,15960836,15967872
FBgn0263600,DNApol-delta,DNApol-delta,DNA polymerase delta,3L,15984322,15987815
FBgn0263601,mib1,mib1,mind bomb 1,3L,16006552,16011812
FBgn0263602,Taspase1,Tasp1,Taspase 1,3L,16085221,16087525
FBgn0263603,Zn72D,Zn72D,Zinc-finger protein at 72D,3L,16106594,16112626
FBgn0263605,CG5018,l(3)72Dn,lethal (3) 72Dn,3L,16226126,16228737
FBgn0263606,CG34246,Hsc20,Heat shock protein cognate 20,3L,16233127,16234165
FBgn0263607,CG32155,l(3)72Dp,lethal (3) 72Dp,3L,16234140,16236999
FBgn0263608,CG32154,l(3)72Dr,lethal (3) 72Dr,3L,16237723,16239462
FBgn0263667,CG5591,Lpt,Lost PHDs of trr,2R,23898561,23903661
FBgn0263697,CG13343,Uba3,Ubiquitin-like activating enzyme 3,2R,13858952,13860432
FBgn0263705,Myo10A,Myo10A,Myosin 10A,X,10930840,10964046
FBgn0263741,CG15226,CG43666,uncharacterized protein,2R,20788195,20789217
FBgn0263744,CG31782,CR43669,pseudo,2L,16699921,16700825
FBgn0263747,CG33173,CG43672,uncharacterized protein,X,15772963,15778774
FBgn0263750,CG33936,CG43675,uncharacterized protein,3R,9355495,9359189
FBgn0263755,Su(var)3-9,Su(var)3-9,Suppressor of variegation 3-9,3R,15259864,15263458
FBgn0263757,Rpb4,Rpb4,RNA polymerase II subunit Rpb4,3R,18252843,18255487
FBgn0263773,fok,fok,fledgling of Klp38B,2L,20079270,20085070
FBgn0263774,CG17050,CG43691,uncharacterized protein,2R,13389495,13393361
FBgn0263776,CG6327,CG43693,uncharacterized protein,3L,11036358,11051371
FBgn0263778,CG15344,lncRNA:CR43695,long non-coding RNA:CR43695,X,8324491,8325189
FBgn0263780,CG17684,CG17684,uncharacterized protein,2R,1866080,2262115
FBgn0263782,Hmgcr,Hmgcr,HMG Coenzyme A reductase,3R,23733324,23750992
FBgn0263829,CG34334,CG34334,uncharacterized protein,X,22872812,22875367
FBgn0263830,CG40486,CG40486,uncharacterized protein,X,22958856,22960091
FBgn0263831,Gen,Gen,XPG-like endonuclease,3L,5149849,5152376
FBgn0263832,Rcd5,Rcd5,Reduction in Cnn dots 5,3L,4040529,4042597
FBgn0263846,CG31772,CG43707,uncharacterized protein,2L,3757256,3769525
FBgn0263852,CG13393,Dad1,Defender against apoptotic cell death 1,2L,8383612,8384137
FBgn0263855,BubR1,BubR1,Bub1-related kinase,2R,5969099,5974385
FBgn0263863,mRpL45,mRpL45,mitochondrial ribosomal protein L45,3R,22618492,22619826
FBgn0263864,Ark,Dark,Death-associated APAF1-related killer,2R,17020027,17026703
FBgn0263873,sick,sick,sickie,2L,19796365,19958424
FBgn0263911,CG7181,COX8,Cytochrome c oxidase subunit 8,3L,21538859,21539447
FBgn0263916,Ent2,Ent2,Equilibrative nucleoside transporter 2,2L,6562325,6564709
FBgn0263930,dally,dally,division abnormally delayed,3L,8827505,8891192
FBgn0263933,ebi,ebi,ebi,2L,415067,418536
FBgn0263934,esn,esn,espinas,2R,7086316,7127868
FBgn0263968,Smg1,nonC,no-on-and-no-off transient C,X,6824496,6838122
FBgn0263977,CG40451,Tim17b,Translocase of the inner mitochondrial membrane 17b,3R,3734855,3745306
FBgn0263986,CG6969,cd,cardinal,3R,22694959,22697990
FBgn0263988,CG7051,Dic61B,Dynein intermediate chain at 61B,3L,149679,152589
FBgn0263995,cpo,cpo,couch potato,3R,17919832,18018892
FBgn0264000,Glu-RIB,GluRIB,Glutamate receptor IB,3L,9251978,9288522
FBgn0264002,CG13802,MsR2,Myosuppressin receptor 2,3L,2282883,2300944
FBgn0264005,Hmx,Hmx,H6-like-homeobox,3R,17558930,17569097
FBgn0264075,tgo,tgo,tango,3R,9016773,9020022
FBgn0264077,CG9906,Cnx14D,Calnexin 14D,X,16522967,16525415
FBgn0264078,Flo-2,Flo2,Flotillin 2,X,14839376,14933946
FBgn0264087,Slob,Slob,Slowpoke binding protein,2L,7642005,7675078
FBgn0264089,sli,sli,slit,2R,15869495,15922118
FBgn0264253,CG18125,Send2,Spermathecal endopeptidase 2,2L,14345915,14346688
FBgn0264270,Sxl,Sxl,Sex lethal,X,7074550,7098053
FBgn0264272,mwh,mwh,multiple wing hairs,3L,1200786,1232700
FBgn0264273,CG33960,Sema2b,Semaphorin 2b,2R,16386524,16431758
FBgn0264291,Det,Det,Deterin,3R,17149667,17150455
FBgn0264294,Cyt-b5,Cyt-b5,Cytochrome b5,2R,7533506,7535936
FBgn0264295,CG10039,CG43773,uncharacterized protein,2L,4007690,4007984
FBgn0264297,CG13569,CG43775,uncharacterized protein,2R,24123167,24126630
FBgn0264301,CG15639,CG43779,uncharacterized protein,2L,13305920,13306755
FBgn0264302,CG8600,CG43780,uncharacterized protein,3L,7333544,7335226
FBgn0264305,CG5741,CG43783,uncharacterized protein,3L,8932235,8954272
FBgn0264307,orb2,orb2,orb2,3L,8937100,8954463
FBgn0264308,CG16970,CG43778,uncharacterized protein,2L,13301814,13331121
FBgn0264324,CG31048,spg,sponge,3R,28845270,28870439
FBgn0264325,Atg6,Atg6,Autophagy-related 6,3R,24049180,24050782
FBgn0264357,SNF4Agamma,SNF4Agamma,SNF4/AMP-activated protein kinase gamma subunit,3R,21140739,21214269
FBgn0264386,Ca-alpha1T,Ca-alpha1T,Ca[2+]-channel protein alpha[[1]] subunit T,X,6104085,6192483
FBgn0264389,CG9053,opm,opossum,X,15064836,15066432
FBgn0264442,ab,ab,abrupt,2L,11210678,11261080
FBgn0264490,Eip93F,Eip93F,Ecdysone-induced protein 93F,3R,21949114,22014539
FBgn0264491,how,how,held out wings,3R,22042191,22079321
FBgn0264492,CkIIalpha,CkIIalpha,casein kinase IIalpha,3L,23097072,23103460
FBgn0264493,rdx,rdx,roadkill,3R,13967061,14032057
FBgn0264494,CG17646,CG17646,uncharacterized protein,2L,1732524,1750612
FBgn0264495,gpp,gpp,grappa,3R,6406855,6449274
FBgn0264560,garz,garz,gartenzwerg,2R,12326360,12333860
FBgn0264561,CG33214,Glg1,Golgi complex-localized glycoprotein 1,3L,21497549,21507538
FBgn0264574,Glut1,Glut1,Glucose transporter 1,3L,914074,993788
FBgn0264598,PsGEF,PsGEF,Protostome-specific GEF,X,2367121,2387664
FBgn0264607,CaMKII,CaMKII,Calcium/calmodulin-dependent protein kinase II,4,1035288,1053703
FBgn0264672,CG9867,Eogt,EGF-domain O-GlcNAc transferase,2L,2381097,2383073
FBgn0264691,CG3004,Lst8,Lst8,X,9604154,9605969
FBgn0264693,ens,ens,ensconsin,3L,4122907,4134550
FBgn0264694,CG6719,mgr,merry-go-round,3R,11408792,11409875
FBgn0264695,Mhc,Mhc,Myosin heavy chain,2L,16766566,16788766
FBgn0264707,RhoGEF3,RhoGEF3,Rho guanine nucleotide exchange factor 3,3L,277437,305292
FBgn0264711,CG33291,CG43980,uncharacterized protein,3L,21644958,21666306
FBgn0264712,CG1172,CG1172,uncharacterized protein,3R,5393922,5399510
FBgn0264740,CG13602,CG43998,uncharacterized protein,3R,23927728,23929000
FBgn0264742,CG31919,CG44000,uncharacterized protein,2L,5043270,5048365
FBgn0264744,CG34406,CG44002,uncharacterized protein,2L,3169820,3171092
FBgn0264746,CG34252,CG44004,uncharacterized protein,3L,18072362,18073863
FBgn0264753,Rgk1,Rgk1,"Rad, Gem/Kir family member 1",2R,19311148,19356525
FBgn0264775,CG14872,CG44013,uncharacterized protein,3R,15508896,15509917
FBgn0264785,Hph,Hph,HIF prolyl hydroxylase,3R,5257037,5269507
FBgn0264810,pburs,Pburs,Partner of Bursicon,2L,14416729,14417331
FBgn0264815,Pde1c,Pde1c,Phosphodiesterase 1c,2L,11814156,11928572
FBgn0264816,koko,koko,kokopelli,3R,18403026,18404726
FBgn0264845,CG13079,Tep5Psi,Thioester-containing protein 5 pseudogene,2L,19558916,19563049
FBgn0264848,vih,vih,vihar,3L,12504292,12505821
FBgn0264855,alpha-Adaptin,AP-2alpha,"Adaptor Protein complex 2, alpha subunit",2L,408030,414777
FBgn0264857,CG31270,lncRNA:iab8,long non-coding RNA:iab8,3R,16831116,16923231
FBgn0264907,CG31530,CG44098,uncharacterized protein,3R,4750409,4773197
FBgn0264908,pHCl,pHCl-1,pH-sensitive chloride channel 1,3L,15848578,15899029
FBgn0264922,smt3,smt3,smt3,2L,6966780,6967644
FBgn0264954,fd3F,fd3F,forkhead domain 3F,X,3802316,3811040
FBgn0264959,Src42A,Src42A,Src oncogene at 42A,2R,5981844,6012795
FBgn0264962,Pcf11,Pcf11,Pcf11 cleavage and polyadenylation factor subunit,2R,14860936,14871071
FBgn0264975,Nrg,Nrg,Neuroglian,X,8517373,8555170
FBgn0264978,Slh,Slh,SLY-1 homologous,2L,2488197,2492671
FBgn0264979,CG4267,CG4267,uncharacterized protein,2L,2242378,2245274
FBgn0265001,CG13120,ppk18,pickpocket 18,2L,9765357,9770996
FBgn0265003,koi,koi,klaroid,2R,6811019,6818199
FBgn0265011,CG34350,Np,Notopleural,2R,8992945,9006587
FBgn0265042,CG13836,Irk1,Inwardly rectifying potassium channel 1,3R,23168317,23185642
FBgn0265045,Strn-Mlck,Strn-Mlck,Stretchin-Mlck,2R,15946933,15989498
FBgn0265047,CG41503,FDY,flagrante delicto Y,Y,3022289,3024024
FBgn0265048,CG31150,cv-d,crossveinless d,3R,15844466,15853581
FBgn0265082,Cdep,Cdep,Chondrocyte-derived ezrin-like domain containing protein,3R,4910552,4945576
FBgn0265089,eIF4E-3,eIF4E3,eukaryotic translation initiation factor 4E3,3L,8229224,8230568
FBgn0265101,Sgt1,Sgt1,suppressor-of-G2-allele-of-skp1,3R,8304190,8305274
FBgn0265102,Oseg1,Oseg1,Outer segment 1,3L,8407268,8412825
FBgn0265137,Spn4,Spn42Da,Serpin 42Da,2R,6875906,6878927
FBgn0265139,Gr2a,Gr2a,Gustatory receptor 2a,X,1452430,1454177
FBgn0265140,Neu3,Meltrin,meltrin,3R,14664907,14697292
FBgn0265176,CG34187,lncRNA:CR44241,long non-coding RNA:CR44241,2R,15294595,15295088
FBgn0265184,CG42257,CG44249,uncharacterized protein,2R,22066883,22068372
FBgn0265185,CG3884,CG44250,uncharacterized protein,2R,12950404,12952293
FBgn0265187,CG30194,Fatp2,Fatty acid transport protein 2,2R,23055474,23061549
FBgn0265189,CG31120,sud1,sudestada1,3R,24915840,24917864
FBgn0265191,Glycogenin,Gyg,Glycogenin,2R,21200483,21210821
FBgn0265193,Atf-2,Atf-2,Activating transcription factor-2,2R,24870108,24871509
FBgn0265194,CG34123,Trpm,"Transient receptor potential cation channel, subfamily M",2R,15262808,15309368
FBgn0265262,Vha68-1,Vha68-1,Vacuolar H[+] ATPase 68kD subunit 1,2L,13000770,13004107
FBgn0265263,CG42688,CG42688,uncharacterized protein,2L,19181965,19182810
FBgn0265264,CG17097,CG17097,uncharacterized protein,2L,10646415,10650152
FBgn0265268,CG18234,CG18234,uncharacterized protein,3L,18603425,18605415
FBgn0265271,CG14717,CG14717,uncharacterized protein,3R,11696509,11698327
FBgn0265272,CG30060,CG30060,uncharacterized protein,2R,13422978,13423647
FBgn0265274,inx3,Inx3,Innexin 3,3R,28853606,28859497
FBgn0265276,l(3)neo38,l(3)neo38,lethal (3) neo38,3R,11765038,11779128
FBgn0265297,pAbp,pAbp,poly(A) binding protein,2R,18140078,18147191
FBgn0265298,SC35,SC35,SR family splicing factor SC35,2L,12431075,12434665
FBgn0265356,abba,tn,thin,2R,18987344,19008944
FBgn0265434,zip,zip,zipper,2R,24990570,25011965
FBgn0265464,Traf6,Traf6,TNF-receptor-associated factor 6,X,8154599,8157386
FBgn0265487,mbl,mbl,muscleblind,2R,17216549,17379376
FBgn0265512,CG12214,mlt,mulet,2R,10155916,10158931
FBgn0265523,Smr,Smr,Smrter,X,12684203,12742618
FBgn0265574,CG6905,Cdc5,Cell division cycle 5,3L,357851,361383
FBgn0265575,yin,yin,yin,X,3862966,3871939
FBgn0265595,CG42683,CG44422,uncharacterized protein,X,11219379,11302783
FBgn0265597,rad,rad,radish,X,12988615,13079070
FBgn0265598,Bx,Bx,Beadex,X,18515428,18572809
FBgn0265605,Ric,Ric,Ras-related protein interacting with calmodulin,2R,16107440,16110017
FBgn0265606,Pros28.1A,Prosalpha4T1,"Proteasome alpha4 subunit, Testis-specific 1",3R,20748184,20749074
FBgn0265607,beat-IIIa,beat-IIIa,beaten path IIIa,2L,17131024,17173118
FBgn0265623,Su(z)2,Su(z)2,Suppressor of zeste 2,2R,12996501,13007911
FBgn0265625,CG15086,CG44433,uncharacterized protein,2R,18684230,18686775
FBgn0265630,sno,sno,strawberry notch,X,13195499,13211674
FBgn0265726,CG32627,Nna1,Nna1 carboxypeptidase,X,13692292,13717835
FBgn0265767,CG2893,zyd,zydeco,X,23022898,23035550
FBgn0265778,Gef26,PDZ-GEF,PDZ domain-containing guanine nucleotide exchange factor,2L,6323767,6332789
FBgn0265784,CrebB-17A,CrebB,Cyclic-AMP response element binding protein B,X,18366357,18377864
FBgn0265935,coro,coro,Coronin,2R,6862001,6872718
FBgn0265959,rdgC,rdgC,retinal degeneration C,3L,20248080,20265554
FBgn0265968,Tfb5,Tfb5,Transcription factor B5,2L,5009931,5010834
FBgn0265974,ttv,ttv,tout-velu,2R,14526267,14587917
FBgn0265991,Zasp52,Zasp52,Z band alternatively spliced PDZ-motif protein 52,2R,15762565,15817004
FBgn0265998,Doa,Doa,Darkener of apricot,3R,28888073,28922772
FBgn0266000,CG4068,CG44774,uncharacterized protein,X,4926664,4938105
FBgn0266053,Patr-1,Patr-1,Protein associated with topo II related - 1,3R,17043564,17048421
FBgn0266064,CG6904,GlyS,Glycogen synthase,3R,15141843,15147531
FBgn0266083,CG3363,ocm,over compensating males,2R,24186703,24195290
FBgn0266084,Fhos,Fhos,Formin homology 2 domain containing,3L,8753619,8798719
FBgn0266098,rg,rg,rugose,X,5085759,5254864
FBgn0266111,ana3,ana3,anastral spindle 3,2R,12344983,12351325
FBgn0266124,CG32038,ghi,ghiberti,3L,9451876,9452790
FBgn0266129,CG16778,lov,jim lovell,2R,25085780,25139627
FBgn0266136,Gyc76C,Gyc76C,Guanylyl cyclase at 76C,3L,19750943,19793569
FBgn0266137,DopR2,Dop1R2,Dopamine 1-like receptor 2,3R,29630304,29659984
FBgn0266186,CG1599,Vamp7,Vesicle-associated membrane protein 7,2R,9841080,9842502
FBgn0266268,ferrochelatase,FeCH,Ferrochelatase,3R,31810460,31812296
FBgn0266282,CG5524,jnj,java no jive,3R,24189050,24193423
FBgn0266284,ns3,Ns3,Nucleostemin 3,X,1461844,1464220
FBgn0266346,CG17922,CngB,Cyclic nucleotide-gated ion channel subunit B,2R,21692691,21697152
FBgn0266347,nAcRalpha-80B,nAChRalpha4,nicotinic Acetylcholine Receptor alpha4,3L,23206669,23287448
FBgn0266354,CG9059,CG45002,uncharacterized protein,X,16969069,17066732
FBgn0266369,Mtp,Mtp,Microsomal triacylglycerol transfer protein,2L,20919094,20922876
FBgn0266377,Pde8,Pde8,Phosphodiesterase 8,2R,23657567,23680844
FBgn0266411,sima,sima,similar,3R,30058311,30121798
FBgn0266420,Ote,Ote,Otefin,2R,18275607,18277177
FBgn0266421,CG15220,RPA3,Replication protein A3,X,11615097,11615840
FBgn0266429,AlstR,AstA-R1,Allatostatin A receptor 1,X,3574536,3666724
FBgn0266432,CG3701,CG45062,uncharacterized protein,2R,22472995,22476314
FBgn0266436,CG14955,CG45066,uncharacterized protein,3L,3110128,3111227
FBgn0266438,CG3419,PIG-Z,Phosphatidylinositol glycan anchor biosynthesis class Z,2R,24411870,24415295
FBgn0266441,CG6854,CG45071,uncharacterized protein,3L,15105882,15110730
FBgn0266442,CG18682,CG45072,uncharacterized protein,3R,30122023,30123263
FBgn0266449,Kr-h2,Kr-h2,Kruppel homolog 2,2L,6070990,6073961
FBgn0266450,Kr-h1,Kr-h1,Kruppel homolog 1,2L,6082603,6096498
FBgn0266451,fau,fau,fau,3R,10773197,10777374
FBgn0266464,Nsf2,Nsf2,N-ethylmaleimide-sensitive factor 2,3R,13833497,13837991
FBgn0266465,GckIII,GckIII,Germinal centre kinase III,3R,17085513,17087988
FBgn0266491,pncr003:2L,SclA,Sarcolamban A,2L,16837972,16841884
FBgn0266518,Dpit47,Dpit47,DNA polymerase interacting tpr containing protein of 47kD,2R,6660645,6662118
FBgn0266521,stai,stai,stathmin,2L,6100377,6124653
FBgn0266557,kis,kis,kismet,2L,210735,250823
FBgn0266568,yar,lncRNA:yar,yellow-achaete intergenic RNA,X,362399,367072
FBgn0266569,CG42259,CG42259,uncharacterized protein,X,1046224,1047009
FBgn0266570,CG2982,NO66,Nucleolar protein 66,X,4319438,4321745
FBgn0266572,Exp6,ebo,ellipsoid body open,X,471019,476579
FBgn0266579,tau,tau,tau,3R,27639886,27656996
FBgn0266580,gp210,Gp210,Glycoprotein 210 kDa,2R,5760862,5774324
FBgn0266581,pit,pit,pitchoune,3R,22034298,22038925
FBgn0266582,CG12079,ND-30,NADH dehydrogenase (ubiquinone) 30 kDa subunit,3L,3158485,3159578
FBgn0266598,CG42550,Kmn2,kinetochore Mis12-Ndc80 network component 2,3R,8000548,8001309
FBgn0266599,Hsc70-4,Hsc70-4,Heat shock protein cognate 4,3R,15242687,15246614
FBgn0266666,CG13779,Sem1,Suppressor of exocyst mutations 1,2L,7063986,7064467
FBgn0266667,exo70,Exo70,Exocyst 70,3L,8411851,8415910
FBgn0266668,exo84,Exo84,Exocyst 84,3R,26049731,26052257
FBgn0266669,sec3,Sec3,Secretory 3,3L,17421787,17425217
FBgn0266670,sec5,Sec5,Secretory 5,2L,3457302,3460367
FBgn0266671,sec6,Sec6,Secretory 6,2R,18625249,18627718
FBgn0266672,sec8,Sec8,Secretory 8,3R,5754932,5758997
FBgn0266673,sec10,Sec10,Secretory 10,3R,24134831,24137538
FBgn0266674,sec15,Sec15,Secretory 15,3R,21105046,21107972
FBgn0266708,CG8214,Cep89,Centrosomal protein 89kDa,2R,15687388,15688985
FBgn0266709,CG11253,Zmynd10,Zinc finger MYND-type containing 10,3L,13024763,13026437
FBgn0266710,CG32595,hog,hog,X,14718273,14718942
FBgn0266711,Elongin-C,EloC,Elongin C,2R,19445085,19446286
FBgn0266717,Bruce,Bruce,BIR repeat containing ubiquitin-conjugating enzyme,3R,10312039,10331353
FBgn0266719,CG34349,stac,staccato,3R,25056286,25064348
FBgn0266720,Snap24,Snap24,Synaptosomal-associated protein 24kDa,3R,9761305,9763150
FBgn0266721,CG6208,gammaSnap2,gamma Soluble NSF attachment protein 2,3R,10120399,10121400
FBgn0266722,CG6196,Trs33,TRAPP subunit 33,3R,15350345,15350995
FBgn0266723,CG10153,Trs31,TRAPP subunit 31,2R,14757064,14757846
FBgn0266724,CG5161,Trs20,TRAPP subunit 20,3L,16131001,16131632
FBgn0266756,btsz,btsz,bitesize,3R,14804092,14875488
FBgn0266757,mfr,mfr,misfire,3L,8905918,8912671
FBgn0266758,Esyt2,Esyt2,Extended synaptotagmin-like protein 2,3R,24544719,24556549
FBgn0266848,CG14614,wap,wings apart,X,22451445,22455422
FBgn0266916,Cenp-C,Cenp-C,Centromeric protein-C,3R,8564105,8569248
FBgn0266917,CG16941,Sf3a1,Splicing factor 3a subunit 1,3R,16999384,17002355
FBgn0266918,CG32486,CG32486,uncharacterized protein,3L,3055908,3070839
FBgn0267001,Ten-a,Ten-a,Tenascin accessory,X,12043698,12335214
FBgn0267002,unc-104,unc-104,uncoordinated-104,2R,16751503,16772671
FBgn0267033,mamo,mamo,maternal gene required for meiosis,X,13846116,13990527
FBgn0267252,Ggamma30A,Ggamma30A,G protein subunit gamma at 30A,2L,9256563,9302494
FBgn0267253,CG32700,CG32700,uncharacterized protein,X,9502826,9550838
FBgn0267326,Ntl,Ntl,Neurotransmitter transporter-like,2L,7710880,7713991
FBgn0267330,KdelR,KdelR,KDEL receptor,2L,10426887,10428632
FBgn0267336,CG34360,Glut4EF,Glucose transporter 4 enhancer factor,3R,9874681,9995364
FBgn0267337,rn,rn,rotund,3R,7272617,7309629
FBgn0267339,p38c,p38c,p38c MAP kinase,3R,24149020,24150203
FBgn0267347,squ,squ,squash,2L,16680054,16681653
FBgn0267348,LanB2,LanB2,Laminin B2,3L,9614914,9623980
FBgn0267350,CG10260,Pi4KIIIalpha,Phosphatidylinositol 4-kinase III alpha,X,2624804,2633672
FBgn0267351,Topors,Topors,Topoisomerase I-interacting protein,2R,18972612,18977262
FBgn0267363,JYalpha,JYalpha,JYalpha,4,879,5039
FBgn0267365,CG5385,l(2)SH0834,lethal (2) SH0834,2L,10311050,10312099
FBgn0267366,CG5017,mil,milkah,3R,27912447,27913785
FBgn0267376,SelR,SelR,Selenoprotein R,3R,10863355,10868642
FBgn0267378,l(2)s5379,sau,sauron,2L,2226342,2231099
FBgn0267383,CG9602,Ubc87F,Ubiquitin conjugating enzyme 87F,3R,13717454,13718176
FBgn0267385,PyK,PyK,Pyruvate kinase,3R,22367536,22372746
FBgn0267390,CG6498,dop,drop out,3L,15566013,15576313
FBgn0267398,Yeti,Yeti,yeti,2R,1343403,1345119
FBgn0267407,crl,crl,courtless,,,
FBgn0267408,CG18522,AOX1,Aldehyde oxidase 1,3R,15532137,15537292
FBgn0267432,kl-3,kl-3,male fertility factor kl3,Y,336381,563165
FBgn0267433,kl-5,kl-5,male fertility factor kl5,Y,22250,137486
FBgn0267435,chp,chp,chaoptin,3R,31204180,31210730
FBgn0267486,CG7180,Ptp36E,Protein tyrosine phosphatase 36E,2L,18180884,18185007
FBgn0267487,Ptp61F,Ptp61F,Protein tyrosine phosphatase 61F,3L,1342493,1475257
FBgn0267488,Mcr,Mcr,Macroglobulin complement-related,2L,8074117,8082982
FBgn0267689,CG7196,CG46025,uncharacterized protein,2L,7754174,7765915
FBgn0267690,CG31556,CG46026,uncharacterized protein,3R,6306884,6309030
FBgn0267698,Pak,Pak,p21-activated kinase,3R,6350896,6361614
FBgn0267726,CG17567,CG46059,uncharacterized protein,2L,19183093,19183787
FBgn0267727,Pen,Pen,Pendulin,2L,10056900,10060095
FBgn0267728,CG8964,otk2,off-track2,2R,12023146,12025272
FBgn0267790,rump,rump,rumpelstiltskin,3R,9505853,9510324
FBgn0267792,rgr,rgr,regular,2R,8600415,8612295
FBgn0267795,CG32138,Frl,Formin-like,3L,14053215,14071583
FBgn0267821,da,da,daughterless,2L,10388105,10393228
FBgn0267823,Gmer,Gmer,"GDP-4-keto-6-deoxy-D-mannose 3,5-epimerase/4-reductase",2R,22887574,22888857
