GENEID,TXNAME,TXCHROM,TXSTRAND,exonic.gene.sizes
FBti0060269,FBti0060269-RA,3L,-,40
FBti0060270,FBti0060270-RA,3L,-,346
FBti0060271,FBti0060271-RA,2L,-,196
FBti0060272,FBti0060272-RA,2L,-,143
FBti0060273,FBti0060273-RA,2L,+,364
FBti0060274,FBti0060274-RA,2R,+,903
FBti0060275,FBti0060275-RA,2R,-,10001
FBti0060276,FBti0060276-RA,2R,-,226
FBti0060277,FBti0060277-RA,2R,-,336
FBti0060278,FBti0060278-RA,2R,+,205
FBti0060279,FBti0060279-RA,2R,-,203
FBti0060280,FBti0060280-RA,2R,-,4648
FBti0060281,FBti0060281-RA,2L,+,405
FBti0060282,FBti0060282-RA,2L,+,178
FBti0060283,FBti0060283-RA,2L,+,227
FBti0060284,FBti0060284-RA,2L,+,1181
FBti0060285,FBti0060285-RA,2L,+,429
FBti0060286,FBti0060286-RA,2L,+,129
FBti0060287,FBti0060287-RA,2L,+,399
FBti0060288,FBti0060288-RA,2L,+,87
FBti0060289,FBti0060289-RA,2R,+,545
FBti0060290,FBti0060290-RA,2R,+,105
FBti0060291,FBti0060291-RA,2R,-,58
FBti0060292,FBti0060292-RA,3L,+,35
FBti0060293,FBti0060293-RA,2R,+,190
FBti0060294,FBti0060294-RA,3L,+,65
FBti0060295,FBti0060295-RA,2L,-,55
FBti0060296,FBti0060296-RA,2L,+,436
FBti0060297,FBti0060297-RA,2L,+,213
FBti0060298,FBti0060298-RA,2L,+,1342
FBti0060299,FBti0060299-RA,2L,-,77
FBti0060300,FBti0060300-RA,2L,-,138
FBti0060301,FBti0060301-RA,2L,-,130
FBti0060302,FBti0060302-RA,2L,+,1704
FBti0060303,FBti0060303-RA,2L,+,445
FBti0060304,FBti0060304-RA,2L,+,363
FBti0060305,FBti0060305-RA,3R,+,127
FBti0060307,FBti0060307-RA,2R,-,33
FBti0060308,FBti0060308-RA,2R,+,94
FBti0060309,FBti0060309-RA,2R,+,1238
FBti0060310,FBti0060310-RA,3R,-,379
FBti0060311,FBti0060311-RA,2R,+,110
FBti0060312,FBti0060312-RA,2R,-,4236
FBti0060314,FBti0060314-RA,2R,-,42
FBti0060315,FBti0060315-RA,2L,+,27
FBti0060316,FBti0060316-RA,2L,+,55
FBti0060317,FBti0060317-RA,2L,+,233
FBti0060318,FBti0060318-RA,2L,+,212
FBti0060319,FBti0060319-RA,2L,-,933
FBti0060320,FBti0060320-RA,2L,+,920
FBti0060321,FBti0060321-RA,3R,-,112
FBti0060322,FBti0060322-RA,2L,+,138
FBti0060323,FBti0060323-RA,2L,-,138
FBti0060324,FBti0060324-RA,2L,-,356
FBti0060325,FBti0060325-RA,2R,+,5205
FBti0060326,FBti0060326-RA,2R,+,80
FBti0060327,FBti0060327-RA,2R,+,100
FBti0060328,FBti0060328-RA,2R,+,1180
FBti0060329,FBti0060329-RA,2L,-,63
FBti0060330,FBti0060330-RA,2L,-,1234
FBti0060331,FBti0060331-RA,2L,+,1924
FBti0060332,FBti0060332-RA,2L,+,88
FBti0060333,FBti0060333-RA,2L,-,111
FBti0060334,FBti0060334-RA,2L,-,118
FBti0060335,FBti0060335-RA,2L,-,627
FBti0060336,FBti0060336-RA,2L,-,285
FBti0060337,FBti0060337-RA,3R,-,105
FBti0060338,FBti0060338-RA,2L,-,290
FBti0060339,FBti0060339-RA,3R,+,76
FBti0060340,FBti0060340-RA,2L,+,632
FBti0060341,FBti0060341-RA,2R,-,381
FBti0060342,FBti0060342-RA,2R,+,235
FBti0060343,FBti0060343-RA,3R,-,67
FBti0060344,FBti0060344-RA,3R,+,89
FBti0060345,FBti0060345-RA,2R,-,1001
FBti0060346,FBti0060346-RA,3R,-,66
FBti0060347,FBti0060347-RA,2R,-,254
FBti0060348,FBti0060348-RA,2L,+,48
FBti0060350,FBti0060350-RA,2L,+,60
FBti0060351,FBti0060351-RA,2L,-,49
FBti0060352,FBti0060352-RA,2L,-,68
FBti0060353,FBti0060353-RA,2L,+,60
FBti0060354,FBti0060354-RA,2L,+,213
FBti0060355,FBti0060355-RA,2L,+,266
FBti0060356,FBti0060356-RA,2L,+,10192
FBti0060357,FBti0060357-RA,2L,+,1592
FBti0060358,FBti0060358-RA,2L,-,8633
FBti0060359,FBti0060359-RA,2R,-,53
FBti0060360,FBti0060360-RA,2R,-,38
FBti0060361,FBti0060361-RA,2R,-,163
FBti0060362,FBti0060362-RA,2R,+,169
FBti0060363,FBti0060363-RA,2R,+,4859
FBti0060364,FBti0060364-RA,2R,-,761
FBti0060365,FBti0060365-RA,2R,+,37
FBti0060366,FBti0060366-RA,2R,-,1489
FBti0060368,FBti0060368-RA,2L,+,64
FBti0060369,FBti0060369-RA,2L,+,53
FBti0060370,FBti0060370-RA,2L,-,142
FBti0060371,FBti0060371-RA,2L,-,74
FBti0060372,FBti0060372-RA,2L,-,240
FBti0060373,FBti0060373-RA,2L,+,866
FBti0060374,FBti0060374-RA,3L,-,273
FBti0060375,FBti0060375-RA,3L,-,457
FBti0060376,FBti0060376-RA,3L,+,177
FBti0060377,FBti0060377-RA,3L,+,524
FBti0060378,FBti0060378-RA,2L,+,11377
FBti0060379,FBti0060379-RA,3L,-,249
FBti0060380,FBti0060380-RA,3L,-,125
FBti0060381,FBti0060381-RA,2R,+,2038
FBti0060382,FBti0060382-RA,3L,+,105
FBti0060383,FBti0060383-RA,3R,-,156
FBti0060384,FBti0060384-RA,3L,-,318
FBti0060385,FBti0060385-RA,3L,+,91
FBti0060386,FBti0060386-RA,3L,+,139
FBti0060387,FBti0060387-RA,2R,+,815
FBti0060388,FBti0060388-RA,2L,-,237
FBti0060389,FBti0060389-RA,2L,+,850
FBti0060390,FBti0060390-RA,2L,+,428
FBti0060391,FBti0060391-RA,2L,+,428
FBti0060392,FBti0060392-RA,2L,-,614
FBti0060393,FBti0060393-RA,3L,+,178
FBti0060394,FBti0060394-RA,3L,-,46
FBti0060395,FBti0060395-RA,3L,-,137
FBti0060396,FBti0060396-RA,2L,-,2579
FBti0060397,FBti0060397-RA,3L,-,76
FBti0060398,FBti0060398-RA,3L,-,226
FBti0060399,FBti0060399-RA,3L,-,309
FBti0060400,FBti0060400-RA,2R,-,50
FBti0060401,FBti0060401-RA,3L,-,410
FBti0060402,FBti0060402-RA,2R,+,232
FBti0060403,FBti0060403-RA,3L,-,115
FBti0060404,FBti0060404-RA,2R,-,137
FBti0060405,FBti0060405-RA,3L,+,265
FBti0060406,FBti0060406-RA,2R,+,1854
FBti0060407,FBti0060407-RA,2R,-,47
FBti0060408,FBti0060408-RA,2R,+,33
FBti0060409,FBti0060409-RA,2R,-,570
FBti0060410,FBti0060410-RA,2R,+,49
FBti0060411,FBti0060411-RA,2R,+,320
FBti0060412,FBti0060412-RA,2R,-,244
FBti0060413,FBti0060413-RA,2L,-,2073
FBti0060414,FBti0060414-RA,2L,-,1756
FBti0060415,FBti0060415-RA,2L,-,1492
FBti0060416,FBti0060416-RA,3L,+,424
FBti0060417,FBti0060417-RA,3R,-,259
FBti0060418,FBti0060418-RA,3L,+,976
FBti0060419,FBti0060419-RA,2R,+,344
FBti0060420,FBti0060420-RA,2R,+,718
FBti0060421,FBti0060421-RA,2R,-,132
FBti0060422,FBti0060422-RA,2R,+,80
FBti0060426,FBti0060426-RA,3R,+,47
FBti0060427,FBti0060427-RA,3L,-,1155
FBti0060428,FBti0060428-RA,3L,+,324
FBti0060429,FBti0060429-RA,3R,+,35
FBti0060431,FBti0060431-RA,3L,-,954
FBti0060432,FBti0060432-RA,3L,-,165
FBti0060433,FBti0060433-RA,X,+,261
FBti0060434,FBti0060434-RA,3L,+,55
FBti0060435,FBti0060435-RA,3L,+,93
FBti0060436,FBti0060436-RA,3L,+,4722
FBti0060437,FBti0060437-RA,3L,+,4722
FBti0060438,FBti0060438-RA,3L,+,240
FBti0060442,FBti0060442-RA,3L,+,637
FBti0060443,FBti0060443-RA,3R,+,32
FBti0060444,FBti0060444-RA,3L,+,2353
FBti0060445,FBti0060445-RA,3L,-,2701
FBti0060446,FBti0060446-RA,3L,-,137
FBti0060447,FBti0060447-RA,3R,+,211
FBti0060448,FBti0060448-RA,3L,+,293
FBti0060449,FBti0060449-RA,3L,-,1576
FBti0060450,FBti0060450-RA,3L,-,372
FBti0060452,FBti0060452-RA,3L,-,105
FBti0060453,FBti0060453-RA,3L,-,131
FBti0060454,FBti0060454-RA,3L,-,972
FBti0060455,FBti0060455-RA,3R,+,108
FBti0060456,FBti0060456-RA,3R,-,40
FBti0060458,FBti0060458-RA,3L,-,1101
FBti0060459,FBti0060459-RA,X,+,69
FBti0060460,FBti0060460-RA,3L,+,1090
FBti0060461,FBti0060461-RA,3L,-,1097
FBti0060462,FBti0060462-RA,3L,-,966
FBti0060463,FBti0060463-RA,X,-,53
FBti0060464,FBti0060464-RA,X,-,31
FBti0060466,FBti0060466-RA,X,+,275
FBti0060467,FBti0060467-RA,3L,-,186
FBti0060468,FBti0060468-RA,3L,-,400
FBti0060469,FBti0060469-RA,3L,+,35
FBti0060470,FBti0060470-RA,3L,-,145
FBti0060471,FBti0060471-RA,3L,-,1858
FBti0060472,FBti0060472-RA,3L,-,3523
FBti0060473,FBti0060473-RA,X,-,1329
FBti0060474,FBti0060474-RA,X,+,6371
FBti0060475,FBti0060475-RA,X,+,1348
FBti0060476,FBti0060476-RA,X,+,1383
FBti0060477,FBti0060477-RA,X,+,1210
FBti0060478,FBti0060478-RA,X,+,525
FBti0060479,FBti0060479-RA,X,+,261
FBti0060480,FBti0060480-RA,3L,+,78
FBti0060481,FBti0060481-RA,3L,+,3184
FBti0060482,FBti0060482-RA,3L,+,3485
FBti0060483,FBti0060483-RA,3L,-,1725
FBti0060484,FBti0060484-RA,3L,+,453
FBti0060485,FBti0060485-RA,X,+,1383
FBti0060486,FBti0060486-RA,X,+,1210
FBti0060487,FBti0060487-RA,X,-,7931
FBti0060488,FBti0060488-RA,X,-,405
FBti0060489,FBti0060489-RA,X,-,4830
FBti0060490,FBti0060490-RA,X,-,72
FBti0060493,FBti0060493-RA,2R,-,165
FBti0060494,FBti0060494-RA,2R,+,133
FBti0060495,FBti0060495-RA,2R,-,385
FBti0060496,FBti0060496-RA,2R,+,52
FBti0060497,FBti0060497-RA,2R,+,200
FBti0060498,FBti0060498-RA,2R,+,62
FBti0060499,FBti0060499-RA,X,-,14876
FBti0060500,FBti0060500-RA,2R,+,396
FBti0060501,FBti0060501-RA,X,-,7409
FBti0060502,FBti0060502-RA,2R,+,49
FBti0060503,FBti0060503-RA,X,-,2603
FBti0060504,FBti0060504-RA,X,-,1812
FBti0060505,FBti0060505-RA,X,+,936
FBti0060506,FBti0060506-RA,X,+,363
FBti0060508,FBti0060508-RA,X,-,2067
FBti0060509,FBti0060509-RA,2R,+,136
FBti0060510,FBti0060510-RA,2R,-,465
FBti0060511,FBti0060511-RA,2R,-,92
FBti0060512,FBti0060512-RA,2R,-,421
FBti0060513,FBti0060513-RA,2R,-,357
FBti0060514,FBti0060514-RA,2R,+,643
FBti0060515,FBti0060515-RA,2R,-,119
FBti0060516,FBti0060516-RA,X,+,130
FBti0060517,FBti0060517-RA,X,-,342
FBti0060518,FBti0060518-RA,X,-,260
FBti0060519,FBti0060519-RA,X,-,303
FBti0060520,FBti0060520-RA,X,+,400
FBti0060521,FBti0060521-RA,X,-,138
FBti0060522,FBti0060522-RA,2R,-,62
FBti0060523,FBti0060523-RA,2R,-,161
FBti0060524,FBti0060524-RA,2R,-,310
FBti0060525,FBti0060525-RA,2R,-,326
FBti0060526,FBti0060526-RA,2R,+,103
FBti0060527,FBti0060527-RA,2R,-,346
FBti0060528,FBti0060528-RA,2R,+,72
FBti0060529,FBti0060529-RA,X,-,149
FBti0060530,FBti0060530-RA,2R,-,577
FBti0060531,FBti0060531-RA,X,-,2318
FBti0060532,FBti0060532-RA,2R,-,149
FBti0060533,FBti0060533-RA,2R,-,329
FBti0060534,FBti0060534-RA,2L,-,280
FBti0060535,FBti0060535-RA,2L,-,104
FBti0060536,FBti0060536-RA,2L,+,1157
FBti0060537,FBti0060537-RA,X,-,61
FBti0060538,FBti0060538-RA,2R,-,113
FBti0060539,FBti0060539-RA,2R,+,79
FBti0060540,FBti0060540-RA,2L,-,4386
FBti0060541,FBti0060541-RA,2R,+,149
FBti0060542,FBti0060542-RA,2R,+,40
FBti0060543,FBti0060543-RA,2R,+,394
FBti0060544,FBti0060544-RA,2R,-,108
FBti0060545,FBti0060545-RA,2L,+,444
FBti0060546,FBti0060546-RA,2R,+,339
FBti0060547,FBti0060547-RA,2L,+,361
FBti0060549,FBti0060549-RA,2L,+,358
FBti0060550,FBti0060550-RA,2R,-,34
FBti0060551,FBti0060551-RA,2L,+,427
FBti0060552,FBti0060552-RA,2R,+,321
FBti0060553,FBti0060553-RA,X,+,1090
FBti0060554,FBti0060554-RA,X,+,1090
FBti0060555,FBti0060555-RA,X,+,148
FBti0060556,FBti0060556-RA,X,-,376
FBti0060557,FBti0060557-RA,2L,+,459
FBti0060558,FBti0060558-RA,2L,+,33
FBti0060559,FBti0060559-RA,2L,-,36
FBti0060560,FBti0060560-RA,2L,+,189
FBti0060561,FBti0060561-RA,2L,+,88
FBti0060562,FBti0060562-RA,2L,-,89
FBti0060563,FBti0060563-RA,2R,+,321
FBti0060565,FBti0060565-RA,2L,+,427
FBti0060566,FBti0060566-RA,2R,-,505
FBti0060568,FBti0060568-RA,2R,-,2820
FBti0060570,FBti0060570-RA,2L,+,355
FBti0060571,FBti0060571-RA,2R,-,57
FBti0060572,FBti0060572-RA,2R,-,223
FBti0060575,FBti0060575-RA,2R,-,75
FBti0060576,FBti0060576-RA,2R,-,372
FBti0060577,FBti0060577-RA,2R,+,845
FBti0060578,FBti0060578-RA,X,+,480
FBti0060579,FBti0060579-RA,X,+,4127
FBti0060580,FBti0060580-RA,2L,+,134
FBti0060583,FBti0060583-RA,2R,+,177
FBti0060584,FBti0060584-RA,2L,-,347
FBti0060585,FBti0060585-RA,2L,-,62
FBti0060586,FBti0060586-RA,2L,-,1392
FBti0060587,FBti0060587-RA,2L,-,53
FBti0060588,FBti0060588-RA,2L,-,90
FBti0060589,FBti0060589-RA,2R,+,210
FBti0060590,FBti0060590-RA,2L,-,310
FBti0060591,FBti0060591-RA,2R,+,55
FBti0060592,FBti0060592-RA,2R,-,50
FBti0060593,FBti0060593-RA,X,-,36
FBti0060594,FBti0060594-RA,X,+,846
FBti0060595,FBti0060595-RA,X,-,6757
FBti0060597,FBti0060597-RA,2R,+,247
FBti0060598,FBti0060598-RA,2L,-,99
FBti0060599,FBti0060599-RA,2R,-,2179
FBti0060600,FBti0060600-RA,2L,-,50
FBti0060601,FBti0060601-RA,2R,+,57
FBti0060602,FBti0060602-RA,2R,+,239
FBti0060603,FBti0060603-RA,2R,+,1086
FBti0060604,FBti0060604-RA,2R,+,104
FBti0060605,FBti0060605-RA,X,-,1798
FBti0060606,FBti0060606-RA,X,-,864
FBti0060607,FBti0060607-RA,X,+,843
FBti0060608,FBti0060608-RA,X,-,1468
FBti0060609,FBti0060609-RA,3L,-,78
FBti0060610,FBti0060610-RA,3L,-,112
FBti0060611,FBti0060611-RA,3L,+,352
FBti0060612,FBti0060612-RA,3L,+,314
FBti0060613,FBti0060613-RA,2R,-,163
FBti0060614,FBti0060614-RA,2L,-,492
FBti0060615,FBti0060615-RA,2L,-,1110
FBti0060616,FBti0060616-RA,2R,+,1485
FBti0060617,FBti0060617-RA,2L,+,97
FBti0060618,FBti0060618-RA,2L,-,700
FBti0060619,FBti0060619-RA,2R,+,349
FBti0060620,FBti0060620-RA,2L,+,576
FBti0060621,FBti0060621-RA,2R,-,421
FBti0060622,FBti0060622-RA,2R,+,495
FBti0060623,FBti0060623-RA,2L,-,1123
FBti0060624,FBti0060624-RA,2L,-,659
FBti0060625,FBti0060625-RA,X,-,188
FBti0060626,FBti0060626-RA,X,-,2352
FBti0060627,FBti0060627-RA,X,-,26
FBti0060628,FBti0060628-RA,X,-,122
FBti0060629,FBti0060629-RA,2L,-,577
FBti0060630,FBti0060630-RA,2R,+,219
FBti0060631,FBti0060631-RA,2R,+,446
FBti0060632,FBti0060632-RA,2R,-,188
FBti0060633,FBti0060633-RA,2L,-,423
FBti0060634,FBti0060634-RA,2R,+,853
FBti0060635,FBti0060635-RA,2L,+,3591
FBti0060637,FBti0060637-RA,2R,-,864
FBti0060638,FBti0060638-RA,2R,+,698
FBti0060639,FBti0060639-RA,2L,-,349
FBti0060640,FBti0060640-RA,2R,+,206
FBti0060641,FBti0060641-RA,2R,+,103
FBti0060642,FBti0060642-RA,X,-,145
FBti0060643,FBti0060643-RA,X,-,145
FBti0060644,FBti0060644-RA,X,+,30
FBti0060645,FBti0060645-RA,X,-,406
FBti0060646,FBti0060646-RA,X,-,347
FBti0060647,FBti0060647-RA,X,+,30
FBti0060649,FBti0060649-RA,3L,+,337
FBti0060650,FBti0060650-RA,3L,+,79
FBti0060651,FBti0060651-RA,3L,-,1291
FBti0060652,FBti0060652-RA,3L,-,257
FBti0060653,FBti0060653-RA,2L,-,6281
FBti0060654,FBti0060654-RA,3L,-,489
FBti0060655,FBti0060655-RA,3L,-,781
FBti0060656,FBti0060656-RA,3L,+,53
FBti0060657,FBti0060657-RA,3L,-,117
FBti0060658,FBti0060658-RA,2L,-,322
FBti0060659,FBti0060659-RA,3L,-,65
FBti0060660,FBti0060660-RA,2R,-,1485
FBti0060661,FBti0060661-RA,2L,-,136
FBti0060662,FBti0060662-RA,2R,+,161
FBti0060663,FBti0060663-RA,2R,+,39
FBti0060664,FBti0060664-RA,2L,+,534
FBti0060665,FBti0060665-RA,2R,-,564
FBti0060666,FBti0060666-RA,X,+,186
FBti0060667,FBti0060667-RA,X,+,186
FBti0060668,FBti0060668-RA,X,+,60
FBti0060669,FBti0060669-RA,X,-,342
FBti0060670,FBti0060670-RA,X,-,2399
FBti0060671,FBti0060671-RA,X,-,2399
FBti0060672,FBti0060672-RA,X,-,1733
FBti0060673,FBti0060673-RA,3L,+,40
FBti0060674,FBti0060674-RA,3L,+,123
FBti0060675,FBti0060675-RA,3L,-,436
FBti0060676,FBti0060676-RA,3L,+,530
FBti0060677,FBti0060677-RA,2L,-,604
FBti0060678,FBti0060678-RA,3L,+,135
FBti0060679,FBti0060679-RA,2L,-,354
FBti0060680,FBti0060680-RA,3L,+,32
FBti0060681,FBti0060681-RA,2L,-,9093
FBti0060682,FBti0060682-RA,2L,-,280
FBti0060683,FBti0060683-RA,3L,+,324
FBti0060684,FBti0060684-RA,2L,-,280
FBti0060685,FBti0060685-RA,3L,+,437
FBti0060686,FBti0060686-RA,2L,-,280
FBti0060687,FBti0060687-RA,3L,+,31
FBti0060688,FBti0060688-RA,2L,-,280
FBti0060689,FBti0060689-RA,2L,-,280
FBti0060690,FBti0060690-RA,2L,-,12076
FBti0060691,FBti0060691-RA,X,+,467
FBti0060692,FBti0060692-RA,X,+,1381
FBti0060693,FBti0060693-RA,X,+,464
FBti0060694,FBti0060694-RA,X,-,6505
FBti0060695,FBti0060695-RA,X,-,685
FBti0060696,FBti0060696-RA,X,-,245
FBti0060697,FBti0060697-RA,X,+,121
FBti0060698,FBti0060698-RA,3L,+,125
FBti0060699,FBti0060699-RA,3L,-,209
FBti0060700,FBti0060700-RA,3L,-,52
FBti0060701,FBti0060701-RA,3L,+,63
FBti0060702,FBti0060702-RA,3L,-,145
FBti0060705,FBti0060705-RA,2L,-,112
FBti0060706,FBti0060706-RA,2L,-,48
FBti0060707,FBti0060707-RA,2L,+,54
FBti0060708,FBti0060708-RA,2L,-,219
FBti0060709,FBti0060709-RA,X,-,106
FBti0060710,FBti0060710-RA,X,-,138
FBti0060711,FBti0060711-RA,X,-,4435
FBti0060712,FBti0060712-RA,X,-,100
FBti0060713,FBti0060713-RA,X,-,361
FBti0060715,FBti0060715-RA,3L,-,29
FBti0060716,FBti0060716-RA,2L,-,2904
FBti0060717,FBti0060717-RA,3L,+,413
FBti0060718,FBti0060718-RA,2L,-,31
FBti0060721,FBti0060721-RA,3L,+,315
FBti0060722,FBti0060722-RA,2L,+,494
FBti0060728,FBti0060728-RA,X,-,299
FBti0060729,FBti0060729-RA,X,-,2723
FBti0060732,FBti0060732-RA,3L,+,142
FBti0060733,FBti0060733-RA,3L,-,96
FBti0060734,FBti0060734-RA,3L,-,176
FBti0060736,FBti0060736-RA,3L,-,195
FBti0060740,FBti0060740-RA,4,+,452
FBti0060741,FBti0060741-RA,4,-,183
FBti0060742,FBti0060742-RA,4,-,64
FBti0060743,FBti0060743-RA,4,-,467
FBti0060744,FBti0060744-RA,4,+,57
FBti0060746,FBti0060746-RA,4,+,59
FBti0060751,FBti0060751-RA,3L,+,76
FBti0060753,FBti0060753-RA,4,-,91
FBti0060754,FBti0060754-RA,4,-,290
FBti0060755,FBti0060755-RA,3L,+,87
FBti0060756,FBti0060756-RA,3L,+,154
FBti0060757,FBti0060757-RA,3L,+,126
FBti0060758,FBti0060758-RA,3L,-,219
FBti0060759,FBti0060759-RA,3L,-,59
FBti0060760,FBti0060760-RA,2R,+,54
FBti0060761,FBti0060761-RA,3L,+,225
FBti0060762,FBti0060762-RA,3L,+,210
FBti0060763,FBti0060763-RA,4,+,133
FBti0060764,FBti0060764-RA,4,+,351
FBti0060765,FBti0060765-RA,4,-,289
FBti0060766,FBti0060766-RA,4,+,69
FBti0060767,FBti0060767-RA,2R,-,52
FBti0060768,FBti0060768-RA,4,-,77
FBti0060769,FBti0060769-RA,2R,-,147
FBti0060770,FBti0060770-RA,4,+,311
FBti0060771,FBti0060771-RA,3L,-,64
FBti0060772,FBti0060772-RA,4,-,141
FBti0060773,FBti0060773-RA,3L,+,340
FBti0060774,FBti0060774-RA,4,+,54
FBti0060775,FBti0060775-RA,3L,+,498
FBti0060776,FBti0060776-RA,3L,+,143
FBti0060777,FBti0060777-RA,4,-,321
FBti0060778,FBti0060778-RA,3L,-,184
FBti0060779,FBti0060779-RA,4,-,48
FBti0060780,FBti0060780-RA,3L,-,475
FBti0060781,FBti0060781-RA,3L,-,523
FBti0060782,FBti0060782-RA,3L,-,118
FBti0060783,FBti0060783-RA,3L,+,91
FBti0060784,FBti0060784-RA,2R,+,55
FBti0060785,FBti0060785-RA,3L,-,230
FBti0060786,FBti0060786-RA,3L,+,208
FBti0060787,FBti0060787-RA,3L,+,240
FBti0060788,FBti0060788-RA,2L,+,28
FBti0060789,FBti0060789-RA,2L,-,74
FBti0060790,FBti0060790-RA,2L,-,46
FBti0060791,FBti0060791-RA,2L,-,108
FBti0060792,FBti0060792-RA,2R,+,4357
FBti0060793,FBti0060793-RA,2R,+,3925
FBti0060794,FBti0060794-RA,2R,+,442
FBti0060795,FBti0060795-RA,2R,+,699
FBti0060796,FBti0060796-RA,2R,+,768
FBti0060797,FBti0060797-RA,2R,+,4367
FBti0060798,FBti0060798-RA,2R,+,318
FBti0060799,FBti0060799-RA,4,+,79
FBti0060800,FBti0060800-RA,2R,+,367
FBti0060801,FBti0060801-RA,4,-,95
FBti0060802,FBti0060802-RA,4,-,334
FBti0060803,FBti0060803-RA,4,-,52
FBti0060804,FBti0060804-RA,4,-,81
FBti0060805,FBti0060805-RA,2R,-,44
FBti0060806,FBti0060806-RA,4,-,138
FBti0060807,FBti0060807-RA,3L,-,61
FBti0060808,FBti0060808-RA,4,-,147
FBti0060809,FBti0060809-RA,3L,+,401
FBti0060810,FBti0060810-RA,4,-,315
FBti0060811,FBti0060811-RA,3L,-,65
FBti0060812,FBti0060812-RA,4,+,153
FBti0060813,FBti0060813-RA,3L,-,289
FBti0060815,FBti0060815-RA,4,-,125
FBti0060816,FBti0060816-RA,3L,-,137
FBti0060818,FBti0060818-RA,3L,+,484
FBti0060819,FBti0060819-RA,3L,+,128
FBti0060820,FBti0060820-RA,3L,-,208
FBti0060821,FBti0060821-RA,3L,+,87
FBti0060823,FBti0060823-RA,3L,-,61
FBti0060827,FBti0060827-RA,2R,+,8332
FBti0060828,FBti0060828-RA,2R,+,911
FBti0060829,FBti0060829-RA,2R,+,2091
FBti0060830,FBti0060830-RA,2R,+,949
FBti0060831,FBti0060831-RA,4,-,500
FBti0060832,FBti0060832-RA,2R,-,847
FBti0060833,FBti0060833-RA,4,+,423
FBti0060834,FBti0060834-RA,3R,+,494
FBti0060835,FBti0060835-RA,4,+,119
FBti0060836,FBti0060836-RA,3R,-,150
FBti0060837,FBti0060837-RA,4,-,139
FBti0060839,FBti0060839-RA,2R,+,51
FBti0060842,FBti0060842-RA,3L,+,56
FBti0060843,FBti0060843-RA,3L,-,51
FBti0060844,FBti0060844-RA,2L,-,132
FBti0060845,FBti0060845-RA,2L,-,181
FBti0060848,FBti0060848-RA,2R,-,956
FBti0060849,FBti0060849-RA,2R,-,294
FBti0060850,FBti0060850-RA,2R,-,7911
FBti0060851,FBti0060851-RA,2R,-,1442
FBti0060852,FBti0060852-RA,2R,-,1446
FBti0060853,FBti0060853-RA,2R,+,348
FBti0060854,FBti0060854-RA,2R,+,2542
FBti0060858,FBti0060858-RA,3R,+,62
FBti0060861,FBti0060861-RA,2R,+,166
FBti0060865,FBti0060865-RA,2L,-,59
FBti0060866,FBti0060866-RA,2L,-,78
FBti0060867,FBti0060867-RA,2L,+,120
FBti0060868,FBti0060868-RA,2R,+,3267
FBti0060869,FBti0060869-RA,2R,+,248
FBti0060870,FBti0060870-RA,2R,+,1820
FBti0060871,FBti0060871-RA,2R,+,4283
FBti0060872,FBti0060872-RA,2R,+,5222
FBti0060873,FBti0060873-RA,2R,+,1206
FBti0060874,FBti0060874-RA,2R,+,4089
FBti0060875,FBti0060875-RA,2R,-,4547
FBti0060876,FBti0060876-RA,4,-,80
FBti0060877,FBti0060877-RA,4,-,152
FBti0060878,FBti0060878-RA,2R,-,68
FBti0060879,FBti0060879-RA,4,-,95
FBti0060884,FBti0060884-RA,2L,+,27
FBti0060885,FBti0060885-RA,2R,-,3342
FBti0060886,FBti0060886-RA,2R,-,450
FBti0060887,FBti0060887-RA,2R,-,69
FBti0060888,FBti0060888-RA,2R,-,2078
FBti0060889,FBti0060889-RA,2R,-,134
FBti0060890,FBti0060890-RA,2R,+,3818
FBti0060891,FBti0060891-RA,2R,+,2620
FBti0060892,FBti0060892-RA,2R,+,4672
FBti0060893,FBti0060893-RA,3R,-,38
FBti0060894,FBti0060894-RA,4,+,2720
FBti0060895,FBti0060895-RA,4,+,239
FBti0060896,FBti0060896-RA,3R,+,275
FBti0060897,FBti0060897-RA,4,+,1620
FBti0060900,FBti0060900-RA,2L,-,171
FBti0060901,FBti0060901-RA,2L,+,53
FBti0060902,FBti0060902-RA,2L,-,273
FBti0060903,FBti0060903-RA,2R,+,1166
FBti0060905,FBti0060905-RA,2R,+,265
FBti0060906,FBti0060906-RA,2R,+,1050
FBti0060907,FBti0060907-RA,2R,+,1556
FBti0060908,FBti0060908-RA,3R,-,105
FBti0060909,FBti0060909-RA,2R,-,891
FBti0060910,FBti0060910-RA,4,-,954
FBti0060911,FBti0060911-RA,3R,+,41
FBti0060912,FBti0060912-RA,2R,-,2507
FBti0060913,FBti0060913-RA,3R,+,45
FBti0060916,FBti0060916-RA,4,+,71
FBti0060917,FBti0060917-RA,2L,+,42
FBti0060918,FBti0060918-RA,2L,-,74
FBti0060919,FBti0060919-RA,2R,-,1524
FBti0060920,FBti0060920-RA,2R,-,1699
FBti0060921,FBti0060921-RA,2R,-,3402
FBti0060922,FBti0060922-RA,2R,-,449
FBti0060923,FBti0060923-RA,2R,-,2553
FBti0060924,FBti0060924-RA,2R,-,5283
FBti0060925,FBti0060925-RA,2R,+,2930
FBti0060927,FBti0060927-RA,2R,+,385
FBti0060934,FBti0060934-RA,2R,-,253
