ensembl_id,gene_age,gene_Interval
FBgn0035802,950,948-952
FBgn0087035,987,952-1023
FBgn0034660,987,952-1023
FBgn0032769,419,358-480
FBgn0032768,419,358-480
FBgn0027780,987,952-1023
FBgn0261804,556,530-583
FBgn0033178,556,530-583
FBgn0051800,556,530-583
FBgn0031395,556,530-583
FBgn0031896,886,824-948
FBgn0031895,886,824-948
FBgn0032416,886,824-948
FBgn0029167,419,358-480
FBgn0002985,291,272-310
FBgn0031602,291,272-310
FBgn0028863,419,358-480
FBgn0025684,886,824-948
FBgn0031609,886,824-948
FBgn0039862,950,948-952
FBgn0036567,950,948-952
FBgn0038938,419,358-480
FBgn0263260,419,358-480
FBgn0038608,341,325-358
FBgn0283521,341,325-358
FBgn0050159,341,325-358
FBgn0033015,91,50-132
FBgn0037065,91,50-132
FBgn0038704,419,358-480
FBgn0262473,810,797-824
FBgn0031876,810,797-824
FBgn0036005,341,325-358
FBgn0053126,419,358-480
FBgn0263929,419,358-480
FBgn0034443,419,358-480
FBgn0033731,419,358-480
FBgn0038420,419,358-480
FBgn0051098,291,272-310
FBgn0053905,3,0-6
FBgn0041231,91,50-132
FBgn0264556,419,358-480
FBgn0041246,291,272-310
FBgn0050259,91,50-132
FBgn0038897,950,948-952
FBgn0003721,950,948-952
FBgn0051612,950,948-952
FBgn0051224,341,325-358
FBgn0260755,341,325-358
FBgn0035086,341,325-358
FBgn0037949,341,325-358
FBgn0030815,291,272-310
FBgn0033654,291,272-310
FBgn0036433,291,272-310
FBgn0026090,291,272-310
FBgn0032050,291,272-310
FBgn0028949,291,272-310
FBgn0028948,291,272-310
FBgn0262139,748,743-753
FBgn0029091,291,272-310
FBgn0028902,987,952-1023
FBgn0036846,987,952-1023
FBgn0036947,291,272-310
FBgn0033137,1488,1480-1496
FBgn0050160,1488,1480-1496
FBgn0029507,1488,1480-1496
FBgn0033139,1488,1480-1496
FBgn0042086,1488,1480-1496
FBgn0033134,1488,1480-1496
FBgn0033130,1488,1480-1496
FBgn0029506,1488,1480-1496
FBgn0051960,91,50-132
FBgn0035104,35,34-37
FBgn0033450,35,34-37
FBgn0261387,202,132-272
FBgn0085380,672,601-743
FBgn0031302,672,601-743
FBgn0036354,3,0-6
FBgn0000307,3,0-6
FBgn0042127,91,50-132
FBgn0042125,91,50-132
FBgn0038055,1488,1480-1496
FBgn0283494,1714,1660-1768
FBgn0031249,35,34-37
FBgn0029816,22,11-34
FBgn0033669,1292,1105-1480
FBgn0033955,91,50-132
FBgn0085470,91,50-132
FBgn0028518,8,6-11
FBgn0003134,592,583-601
FBgn0031815,950,948-952
FBgn0031894,1292,1105-1480
FBgn0005642,291,272-310
FBgn0035035,291,272-310
FBgn0000715,291,272-310
FBgn0050051,291,272-310
FBgn0037876,22,11-34
FBgn0050085,22,11-34
FBgn0036134,291,272-310
FBgn0039858,987,952-1023
FBgn0035427,202,132-272
FBgn0052204,202,132-272
FBgn0038275,202,132-272
FBgn0030477,341,325-358
FBgn0023214,202,132-272
FBgn0033229,202,132-272
FBgn0030725,419,358-480
FBgn0030721,419,358-480
FBgn0037837,419,358-480
FBgn0037857,202,132-272
FBgn0052463,202,132-272
FBgn0039816,202,132-272
FBgn0260747,22,11-34
FBgn0085481,202,132-272
FBgn0085399,43,37-50
FBgn0052183,43,37-50
FBgn0014931,22,11-34
FBgn0031430,987,952-1023
FBgn0031720,987,952-1023
FBgn0038122,987,952-1023
FBgn0031721,987,952-1023
FBgn0037881,987,952-1023
FBgn0031455,987,952-1023
FBgn0035868,35,34-37
FBgn0050424,3,0-6
FBgn0030502,291,272-310
FBgn0261792,291,272-310
FBgn0004898,35,34-37
FBgn0004864,35,34-37
FBgn0037979,35,34-37
FBgn0039155,35,34-37
FBgn0031568,775,753-797
FBgn0032692,775,753-797
FBgn0021767,8,6-11
FBgn0038452,91,50-132
FBgn0033566,91,50-132
FBgn0039694,91,50-132
FBgn0051922,91,50-132
FBgn0261545,91,50-132
FBgn0033021,91,50-132
FBgn0016701,>4290,>4290
FBgn0033636,202,132-272
FBgn0036849,202,132-272
FBgn0039911,419,358-480
FBgn0037713,419,358-480
FBgn0034335,91,50-132
FBgn0063498,91,50-132
FBgn0063491,810,797-824
FBgn0063497,810,797-824
FBgn0063496,810,797-824
FBgn0027590,810,797-824
FBgn0063495,810,797-824
FBgn0063494,810,797-824
FBgn0034354,810,797-824
FBgn0063492,810,797-824
FBgn0063493,810,797-824
FBgn0063499,810,797-824
FBgn0086656,810,797-824
FBgn0035769,3,0-6
FBgn0030100,3,0-6
FBgn0033486,748,743-753
FBgn0033817,291,272-310
FBgn0034379,202,132-272
FBgn0032815,91,50-132
FBgn0035137,91,50-132
FBgn0037671,91,50-132
FBgn0010328,91,50-132
FBgn0069913,91,50-132
FBgn0035983,91,50-132
FBgn0023479,592,583-601
FBgn0085377,592,583-601
FBgn0033042,592,583-601
FBgn0085229,91,50-132
FBgn0040649,91,50-132
FBgn0263980,91,50-132
FBgn0085217,91,50-132
FBgn0034023,202,132-272
FBgn0050469,202,132-272
FBgn0034031,202,132-272
FBgn0033888,202,132-272
FBgn0050015,202,132-272
FBgn0050495,202,132-272
FBgn0050491,202,132-272
FBgn0263046,202,132-272
FBgn0004133,202,132-272
FBgn0033190,91,50-132
FBgn0003527,91,50-132
FBgn0053775,202,132-272
FBgn0050056,202,132-272
FBgn0053679,43,37-50
FBgn0040732,43,37-50
FBgn0034456,43,37-50
FBgn0034457,43,37-50
FBgn0034458,43,37-50
FBgn0262170,43,37-50
FBgn0034460,43,37-50
FBgn0034461,43,37-50
FBgn0034462,43,37-50
FBgn0034463,43,37-50
FBgn0034464,43,37-50
FBgn0040730,43,37-50
FBgn0034468,43,37-50
FBgn0046880,43,37-50
FBgn0046879,43,37-50
FBgn0034470,202,132-272
FBgn0034471,202,132-272
FBgn0034474,202,132-272
FBgn0034475,202,132-272
FBgn0034477,202,132-272
FBgn0004364,886,824-948
FBgn0035161,43,37-50
FBgn0026393,341,325-358
FBgn0033232,341,325-358
FBgn0050377,341,325-358
FBgn0040780,341,325-358
FBgn0050026,341,325-358
FBgn0033628,341,325-358
FBgn0033627,202,132-272
FBgn0041241,202,132-272
FBgn0019928,341,325-358
FBgn0053470,91,50-132
FBgn0033347,91,50-132
FBgn0033344,91,50-132
FBgn0033327,91,50-132
FBgn0043576,91,50-132
FBgn0033330,91,50-132
FBgn0050350,202,132-272
FBgn0027513,202,132-272
FBgn0033340,202,132-272
FBgn0033740,202,132-272
FBgn0033616,202,132-272
FBgn0026385,341,325-358
FBgn0003382,341,325-358
FBgn0043470,91,50-132
FBgn0043471,419,358-480
FBgn0011556,419,358-480
FBgn0010425,91,50-132
FBgn0033623,91,50-132
FBgn0015001,341,325-358
FBgn0033429,341,325-358
FBgn0261016,341,325-358
FBgn0010342,341,325-358
FBgn0033434,419,358-480
FBgn0050340,202,132-272
FBgn0050339,419,358-480
FBgn0033437,419,358-480
FBgn0053798,43,37-50
FBgn0010316,43,37-50
FBgn0259678,43,37-50
FBgn0033442,43,37-50
FBgn0033782,419,358-480
FBgn0033880,419,358-480
FBgn0033871,419,358-480
FBgn0033869,419,358-480
FBgn0033867,419,358-480
FBgn0033866,419,358-480
FBgn0033861,419,358-480
FBgn0034565,419,358-480
FBgn0033774,317,310-325
FBgn0028963,202,132-272
FBgn0033777,202,132-272
FBgn0053200,202,132-272
FBgn0034725,202,132-272
FBgn0034724,202,132-272
FBgn0034721,202,132-272
FBgn0085237,202,132-272
FBgn0016053,202,132-272
FBgn0034717,91,50-132
FBgn0050278,91,50-132
FBgn0050403,91,50-132
FBgn0032055,202,132-272
FBgn0085308,202,132-272
FBgn0051418,91,50-132
FBgn0051419,91,50-132
FBgn0039071,419,358-480
FBgn0039065,419,358-480
FBgn0039059,419,358-480
FBgn0039058,91,50-132
FBgn0039507,91,50-132
FBgn0042111,291,272-310
FBgn0038334,291,272-310
FBgn0038147,291,272-310
FBgn0264991,43,37-50
FBgn0266455,43,37-50
FBgn0262844,43,37-50
FBgn0038133,43,37-50
FBgn0039246,43,37-50
FBgn0037535,43,37-50
FBgn0051469,202,132-272
FBgn0085412,202,132-272
FBgn0038179,202,132-272
FBgn0039584,317,310-325
FBgn0039434,91,50-132
FBgn0039437,43,37-50
FBgn0039436,43,37-50
FBgn0039438,202,132-272
FBgn0039439,202,132-272
FBgn0039440,202,132-272
FBgn0051081,91,50-132
FBgn0039443,202,132-272
FBgn0039444,202,132-272
FBgn0039448,91,50-132
FBgn0039449,91,50-132
FBgn0038647,91,50-132
FBgn0038646,91,50-132
FBgn0038645,91,50-132
FBgn0085311,202,132-272
FBgn0038643,202,132-272
FBgn0038642,202,132-272
FBgn0038078,43,37-50
FBgn0051347,43,37-50
FBgn0038246,43,37-50
FBgn0039788,91,50-132
FBgn0039251,91,50-132
FBgn0039250,91,50-132
FBgn0003598,91,50-132
FBgn0038128,91,50-132
FBgn0038124,91,50-132
FBgn0051157,91,50-132
FBgn0266615,91,50-132
FBgn0038109,91,50-132
FBgn0038102,91,50-132
FBgn0038100,91,50-132
FBgn0038098,91,50-132
FBgn0038092,91,50-132
FBgn0038087,291,272-310
FBgn0038639,291,272-310
FBgn0038638,291,272-310
FBgn0038627,419,358-480
FBgn0031585,91,50-132
FBgn0036159,291,272-310
FBgn0038611,291,272-310
FBgn0038607,291,272-310
FBgn0038931,291,272-310
FBgn0051423,43,37-50
FBgn0051424,43,37-50
FBgn0051164,43,37-50
FBgn0038941,43,37-50
FBgn0053721,91,50-132
FBgn0038942,91,50-132
FBgn0038943,91,50-132
FBgn0038944,91,50-132
FBgn0038945,91,50-132
FBgn0085331,91,50-132
FBgn0037755,91,50-132
FBgn0037750,91,50-132
FBgn0037746,202,132-272
FBgn0037739,202,132-272
FBgn0038846,202,132-272
FBgn0038842,202,132-272
FBgn0031701,43,37-50
FBgn0053117,43,37-50
FBgn0044811,8,6-11
FBgn0044810,8,6-11
FBgn0044812,8,6-11
FBgn0044809,22,11-34
FBgn0028396,22,11-34
FBgn0038838,22,11-34
FBgn0039118,22,11-34
FBgn0053111,22,11-34
FBgn0003567,202,132-272
FBgn0013767,202,132-272
FBgn0012042,202,132-272
FBgn0041581,202,132-272
FBgn0039621,43,37-50
FBgn0039616,202,132-272
FBgn0038219,202,132-272
FBgn0038218,91,50-132
FBgn0038217,91,50-132
FBgn0038213,91,50-132
FBgn0027563,91,50-132
FBgn0051467,91,50-132
FBgn0037824,91,50-132
FBgn0038685,91,50-132
FBgn0038690,202,132-272
FBgn0038694,202,132-272
FBgn0000463,43,37-50
FBgn0038697,43,37-50
FBgn0051404,91,50-132
FBgn0051245,91,50-132
FBgn0038706,202,132-272
FBgn0038709,91,50-132
FBgn0025821,91,50-132
FBgn0038054,91,50-132
FBgn0083974,91,50-132
FBgn0085315,91,50-132
FBgn0014135,91,50-132
FBgn0037468,91,50-132
FBgn0038847,91,50-132
FBgn0046763,91,50-132
FBgn0051296,91,50-132
FBgn0051446,91,50-132
FBgn0038353,91,50-132
FBgn0038357,202,132-272
FBgn0038359,202,132-272
FBgn0031785,202,132-272
FBgn0261697,202,132-272
FBgn0031774,202,132-272
FBgn0085209,202,132-272
FBgn0031770,202,132-272
FBgn0085208,202,132-272
FBgn0031763,202,132-272
FBgn0031756,202,132-272
FBgn0086265,202,132-272
FBgn0003979,202,132-272
FBgn0003980,91,50-132
FBgn0040949,91,50-132
FBgn0262357,202,132-272
FBgn0259958,202,132-272
FBgn0033357,202,132-272
FBgn0031749,91,50-132
FBgn0031747,202,132-272
FBgn0051644,202,132-272
FBgn0031739,202,132-272
FBgn0031735,419,358-480
FBgn0031733,419,358-480
FBgn0032311,91,50-132
FBgn0011283,202,132-272
FBgn0032749,43,37-50
FBgn0085211,43,37-50
FBgn0032117,419,358-480
FBgn0085210,91,50-132
FBgn0032110,91,50-132
FBgn0263314,91,50-132
FBgn0032966,91,50-132
FBgn0040519,91,50-132
FBgn0032972,91,50-132
FBgn0032805,91,50-132
FBgn0032804,91,50-132
FBgn0032803,91,50-132
FBgn0051697,91,50-132
FBgn0051813,91,50-132
FBgn0028848,91,50-132
FBgn0023407,91,50-132
FBgn0032530,91,50-132
FBgn0053642,91,50-132
FBgn0053641,91,50-132
FBgn0032525,91,50-132
FBgn0032523,91,50-132
FBgn0003983,91,50-132
FBgn0032521,91,50-132
FBgn0032507,91,50-132
FBgn0032554,91,50-132
FBgn0053140,202,132-272
FBgn0032419,202,132-272
FBgn0085194,202,132-272
FBgn0015770,8,6-11
FBgn0051832,202,132-272
FBgn0028871,317,310-325
FBgn0051908,317,310-325
FBgn0003046,202,132-272
FBgn0031851,202,132-272
FBgn0051910,202,132-272
FBgn0051226,202,132-272
FBgn0022893,202,132-272
FBgn0043002,202,132-272
FBgn0027932,202,132-272
FBgn0032040,202,132-272
FBgn0040958,43,37-50
FBgn0032034,43,37-50
FBgn0032033,43,37-50
FBgn0031920,43,37-50
FBgn0031247,43,37-50
FBgn0031240,43,37-50
FBgn0031235,43,37-50
FBgn0031232,419,358-480
FBgn0031231,419,358-480
FBgn0030657,91,50-132
FBgn0036730,91,50-132
FBgn0029658,91,50-132
FBgn0031715,91,50-132
FBgn0038894,672,601-743
FBgn0051176,672,601-743
FBgn0037707,672,601-743
FBgn0053725,43,37-50
FBgn0001255,43,37-50
FBgn0037538,43,37-50
FBgn0000412,43,37-50
FBgn0037662,43,37-50
FBgn0051525,43,37-50
FBgn0086608,43,37-50
FBgn0037241,43,37-50
FBgn0003882,43,37-50
FBgn0040687,202,132-272
FBgn0037234,202,132-272
FBgn0037228,202,132-272
FBgn0041621,419,358-480
FBgn0037227,202,132-272
FBgn0037225,202,132-272
FBgn0037224,202,132-272
FBgn0085334,202,132-272
FBgn0051516,91,50-132
FBgn0037217,91,50-132
FBgn0000500,91,50-132
FBgn0058198,91,50-132
FBgn0058298,91,50-132
FBgn0040071,91,50-132
FBgn0085336,91,50-132
FBgn0037956,748,743-753
FBgn0012344,748,743-753
FBgn0037724,748,743-753
FBgn0038273,748,743-753
FBgn0037941,748,743-753
FBgn0037931,202,132-272
FBgn0262562,202,132-272
FBgn0038545,419,358-480
FBgn0051287,419,358-480
FBgn0038400,419,358-480
FBgn0038395,672,601-743
FBgn0038741,672,601-743
FBgn0040670,672,601-743
FBgn0037483,672,601-743
FBgn0011282,672,601-743
FBgn0051496,672,601-743
FBgn0037503,672,601-743
FBgn0017456,91,50-132
FBgn0037514,202,132-272
FBgn0037516,202,132-272
FBgn0037520,202,132-272
FBgn0037616,202,132-272
FBgn0037617,91,50-132
FBgn0037619,91,50-132
FBgn0037621,91,50-132
FBgn0037625,91,50-132
FBgn0085330,91,50-132
FBgn0046874,91,50-132
FBgn0261015,91,50-132
FBgn0053189,91,50-132
FBgn0037633,91,50-132
FBgn0037634,91,50-132
FBgn0037635,91,50-132
FBgn0052797,91,50-132
FBgn0028708,91,50-132
FBgn0037654,91,50-132
FBgn0051437,91,50-132
FBgn0039331,91,50-132
FBgn0027376,91,50-132
FBgn0038761,91,50-132
FBgn0021776,91,50-132
FBgn0038749,91,50-132
FBgn0085345,43,37-50
FBgn0259823,43,37-50
FBgn0052119,91,50-132
FBgn0038311,91,50-132
FBgn0000283,202,132-272
FBgn0038316,202,132-272
FBgn0037850,202,132-272
FBgn0061435,91,50-132
FBgn0037870,91,50-132
FBgn0037877,91,50-132
FBgn0037885,91,50-132
FBgn0261649,91,50-132
FBgn0038566,202,132-272
FBgn0003499,202,132-272
FBgn0038567,91,50-132
FBgn0038568,91,50-132
FBgn0051948,91,50-132
FBgn0038575,91,50-132
FBgn0038579,91,50-132
FBgn0038581,419,358-480
FBgn0038860,419,358-480
FBgn0033519,886,824-948
FBgn0038551,91,50-132
FBgn0038549,91,50-132
FBgn0000158,91,50-132
FBgn0037831,91,50-132
FBgn0051272,419,358-480
FBgn0037829,419,358-480
FBgn0037827,419,358-480
FBgn0051391,91,50-132
FBgn0037826,91,50-132
FBgn0037676,91,50-132
FBgn0039833,91,50-132
FBgn0051204,91,50-132
FBgn0031489,202,132-272
FBgn0039462,202,132-272
FBgn0004359,202,132-272
FBgn0004903,950,948-952
FBgn0039454,950,948-952
FBgn0039453,950,948-952
FBgn0040608,202,132-272
FBgn0039452,202,132-272
FBgn0040607,91,50-132
FBgn0038478,91,50-132
FBgn0038487,202,132-272
FBgn0053631,202,132-272
FBgn0051407,91,50-132
FBgn0037773,91,50-132
FBgn0038450,202,132-272
FBgn0038449,202,132-272
FBgn0038451,202,132-272
FBgn0027109,202,132-272
FBgn0259244,202,132-272
FBgn0038440,202,132-272
FBgn0038028,202,132-272
FBgn0038032,202,132-272
FBgn0038043,202,132-272
FBgn0035218,202,132-272
FBgn0038879,202,132-272
FBgn0261839,202,132-272
FBgn0261840,202,132-272
FBgn0261843,202,132-272
FBgn0261844,202,132-272
FBgn0038071,202,132-272
FBgn0038820,202,132-272
FBgn0051199,91,50-132
FBgn0051200,91,50-132
FBgn0046689,419,358-480
FBgn0041225,202,132-272
FBgn0039042,202,132-272
FBgn0039040,291,272-310
FBgn0085404,291,272-310
FBgn0039033,91,50-132
FBgn0039029,91,50-132
FBgn0039028,202,132-272
FBgn0039027,202,132-272
FBgn0039026,202,132-272
FBgn0040588,202,132-272
FBgn0039023,419,358-480
FBgn0039022,419,358-480
FBgn0039017,419,358-480
FBgn0039015,419,358-480
FBgn0038343,419,358-480
FBgn0041229,419,358-480
FBgn0045470,91,50-132
FBgn0045469,91,50-132
FBgn0038909,91,50-132
FBgn0038914,91,50-132
FBgn0038915,43,37-50
FBgn0038921,43,37-50
FBgn0038682,43,37-50
FBgn0045443,202,132-272
FBgn0000246,202,132-272
FBgn0037810,202,132-272
FBgn0083943,202,132-272
FBgn0037796,419,358-480
FBgn0037794,291,272-310
FBgn0085332,91,50-132
FBgn0035842,43,37-50
FBgn0040582,43,37-50
FBgn0038930,43,37-50
FBgn0038929,202,132-272
FBgn0039577,91,50-132
FBgn0004171,202,132-272
FBgn0002865,202,132-272
FBgn0051131,43,37-50
FBgn0051253,43,37-50
FBgn0039563,43,37-50
FBgn0051053,91,50-132
FBgn0031018,91,50-132
FBgn0041224,91,50-132
FBgn0264563,91,50-132
FBgn0039485,317,310-325
FBgn0004197,291,272-310
FBgn0039642,291,272-310
FBgn0039508,291,272-310
FBgn0040609,202,132-272
FBgn0039510,91,50-132
FBgn0039511,91,50-132
FBgn0260487,91,50-132
FBgn0039523,91,50-132
FBgn0039520,91,50-132
FBgn0046886,202,132-272
FBgn0046885,202,132-272
FBgn0038512,202,132-272
FBgn0052246,202,132-272
FBgn0038508,202,132-272
FBgn0038631,202,132-272
FBgn0038506,91,50-132
FBgn0261932,91,50-132
FBgn0085309,91,50-132
FBgn0019936,91,50-132
FBgn0028408,886,824-948
FBgn0036359,886,824-948
FBgn0039955,886,824-948
FBgn0035424,987,952-1023
FBgn0004837,987,952-1023
FBgn0266723,987,952-1023
FBgn0264695,1488,1480-1496
FBgn0262601,1488,1480-1496
FBgn0052451,1714,1660-1768
FBgn0032259,950,948-952
FBgn0035254,950,948-952
FBgn0034172,950,948-952
FBgn0259174,1488,1480-1496
FBgn0033607,1488,1480-1496
FBgn0039736,987,952-1023
FBgn0034275,987,952-1023
FBgn0035473,987,952-1023
FBgn0032430,987,952-1023
FBgn0036039,987,952-1023
FBgn0032609,886,824-948
FBgn0031417,886,824-948
FBgn0031418,886,824-948
FBgn0036706,>4290,>4290
FBgn0030853,>4290,>4290
FBgn0038424,>4290,>4290
FBgn0020249,987,952-1023
FBgn0038788,>4290,>4290
FBgn0026080,1064,1023-1105
FBgn0086784,1064,1023-1105
FBgn0031099,1064,1023-1105
FBgn0083992,91,50-132
FBgn0035753,91,50-132
FBgn0027657,91,50-132
FBgn0038984,1064,1023-1105
FBgn0260749,1064,1023-1105
FBgn0036787,987,952-1023
FBgn0052196,987,952-1023
FBgn0003463,950,948-952
FBgn0032911,>4290,>4290
FBgn0005596,>4290,>4290
FBgn0086785,>4290,>4290
FBgn0267384,1488,1480-1496
FBgn0263600,>4290,>4290
FBgn0030364,1488,1480-1496
FBgn0036057,1488,1480-1496
FBgn0003044,1488,1480-1496
FBgn0033883,1488,1480-1496
FBgn0004606,1488,1480-1496
FBgn0039566,>4290,>4290
FBgn0031183,1292,1105-1480
FBgn0011224,1064,1023-1105
FBgn0033191,1064,1023-1105
FBgn0038853,1064,1023-1105
FBgn0040079,1064,1023-1105
FBgn0011787,1064,1023-1105
FBgn0263397,950,948-952
FBgn0028689,1488,1480-1496
FBgn0019957,987,952-1023
FBgn0031630,950,948-952
FBgn0033615,1488,1480-1496
FBgn0083961,1488,1480-1496
FBgn0038180,1488,1480-1496
FBgn0010222,>4290,>4290
FBgn0261085,886,824-948
FBgn0041605,886,824-948
FBgn0011638,987,952-1023
FBgn0038461,1714,1660-1768
FBgn0038462,1714,1660-1768
FBgn0037250,1714,1660-1768
FBgn0000100,>4290,>4290
FBgn0001404,>4290,>4290
FBgn0003495,202,132-272
FBgn0034996,748,743-753
FBgn0031710,748,743-753
FBgn0261086,886,824-948
FBgn0026438,886,824-948
FBgn0261617,886,824-948
FBgn0037255,886,824-948
FBgn0039466,1488,1480-1496
FBgn0038583,1488,1480-1496
FBgn0035140,1488,1480-1496
FBgn0039381,1064,1023-1105
FBgn0013733,1488,1480-1496
FBgn0260779,1488,1480-1496
FBgn0027512,1488,1480-1496
FBgn0038251,1488,1480-1496
FBgn0261396,1714,1660-1768
FBgn0032798,291,272-310
FBgn0041723,1488,1480-1496
FBgn0086532,1488,1480-1496
FBgn0285947,>4290,>4290
FBgn0027494,22,11-34
FBgn0010391,>4290,>4290
FBgn0031650,>4290,>4290
FBgn0033812,>4290,>4290
FBgn0039749,>4290,>4290
FBgn0032287,>4290,>4290
FBgn0010051,987,952-1023
FBgn0039683,950,948-952
FBgn0038327,1488,1480-1496
FBgn0085371,419,358-480
FBgn0050467,419,358-480
FBgn0033737,419,358-480
FBgn0035724,987,952-1023
FBgn0020880,987,952-1023
FBgn0032699,419,358-480
FBgn0034301,291,272-310
FBgn0263038,419,358-480
FBgn0262937,317,310-325
FBgn0010412,291,272-310
FBgn0030723,419,358-480
FBgn0029974,341,325-358
FBgn0003023,291,272-310
FBgn0031622,291,272-310
FBgn0052816,291,272-310
FBgn0026565,291,272-310
FBgn0050295,291,272-310
FBgn0259099,672,601-743
FBgn0035469,672,601-743
FBgn0261612,950,948-952
FBgn0013799,950,948-952
FBgn0037719,291,272-310
FBgn0266420,91,50-132
FBgn0032431,91,50-132
FBgn0052647,91,50-132
FBgn0040208,317,310-325
FBgn0034114,291,272-310
FBgn0034062,291,272-310
FBgn0035036,291,272-310
FBgn0030929,291,272-310
FBgn0030928,291,272-310
FBgn0030246,341,325-358
FBgn0015794,419,358-480
FBgn0036031,419,358-480
FBgn0036063,419,358-480
FBgn0036015,91,50-132
FBgn0250815,202,132-272
FBgn0035666,91,50-132
FBgn0036024,91,50-132
FBgn0035661,202,132-272
FBgn0003357,91,50-132
FBgn0020906,91,50-132
FBgn0040060,202,132-272
FBgn0039778,91,50-132
FBgn0035886,91,50-132
FBgn0036738,202,132-272
FBgn0039777,91,50-132
FBgn0035887,91,50-132
FBgn0035665,202,132-272
FBgn0036022,91,50-132
FBgn0031654,91,50-132
FBgn0003356,91,50-132
FBgn0003358,91,50-132
FBgn0035667,91,50-132
FBgn0036023,91,50-132
FBgn0023197,35,34-37
FBgn0001285,91,50-132
FBgn0035670,202,132-272
FBgn0031653,91,50-132
FBgn0030802,91,50-132
FBgn0030360,91,50-132
FBgn0036780,91,50-132
FBgn0020300,91,50-132
FBgn0034143,291,272-310
FBgn0033072,291,272-310
FBgn0036843,1488,1480-1496
FBgn0037615,950,948-952
FBgn0037614,950,948-952
FBgn0037613,950,948-952
FBgn0031631,1488,1480-1496
FBgn0261258,1488,1480-1496
FBgn0039386,291,272-310
FBgn0030963,91,50-132
FBgn0035523,950,948-952
FBgn0050460,987,952-1023
FBgn0261836,987,952-1023
FBgn0036264,317,310-325
FBgn0003159,317,310-325
FBgn0030611,317,310-325
FBgn0037835,291,272-310
FBgn0044324,291,272-310
FBgn0041147,291,272-310
FBgn0000352,317,310-325
FBgn0033244,1064,1023-1105
FBgn0030234,1064,1023-1105
FBgn0038074,1064,1023-1105
FBgn0004110,987,952-1023
FBgn0000581,987,952-1023
FBgn0035021,987,952-1023
FBgn0035020,987,952-1023
FBgn0002962,987,952-1023
FBgn0011758,775,753-797
FBgn0004854,775,753-797
FBgn0039203,672,601-743
FBgn0033934,91,50-132
FBgn0283510,987,952-1023
FBgn0052855,987,952-1023
FBgn0039907,987,952-1023
FBgn0051265,35,34-37
FBgn0263076,950,948-952
FBgn0034804,950,948-952
FBgn0051374,950,948-952
FBgn0260464,950,948-952
FBgn0039966,1714,1660-1768
FBgn0002773,748,743-753
FBgn0029903,987,952-1023
FBgn0085413,987,952-1023
FBgn0261108,987,952-1023
FBgn0029079,987,952-1023
FBgn0039225,987,952-1023
FBgn0026597,1064,1023-1105
FBgn0031708,1064,1023-1105
FBgn0035057,1064,1023-1105
FBgn0031909,1064,1023-1105
FBgn0030863,1714,1660-1768
FBgn0033987,291,272-310
FBgn0266101,22,11-34
FBgn0046222,22,11-34
FBgn0025632,950,948-952
FBgn0035272,950,948-952
FBgn0031752,886,824-948
FBgn0037708,886,824-948
FBgn0050503,341,325-358
FBgn0033170,341,325-358
FBgn0030013,341,325-358
FBgn0029868,341,325-358
FBgn0038746,341,325-358
FBgn0030610,341,325-358
FBgn0030528,341,325-358
FBgn0039178,91,50-132
FBgn0050440,987,952-1023
FBgn0032800,987,952-1023
FBgn0033491,556,530-583
FBgn0003660,202,132-272
FBgn0085242,202,132-272
FBgn0039087,22,11-34
FBgn0039086,22,11-34
FBgn0285963,950,948-952
FBgn0011769,1714,1660-1768
FBgn0039568,22,11-34
FBgn0028916,22,11-34
FBgn0053696,810,797-824
FBgn0025680,291,272-310
FBgn0032017,291,272-310
FBgn0035866,1488,1480-1496
FBgn0053859,8,6-11
FBgn0053862,8,6-11
FBgn0053856,8,6-11
FBgn0053853,8,6-11
FBgn0053865,8,6-11
FBgn0053876,8,6-11
FBgn0053870,8,6-11
FBgn0053874,8,6-11
FBgn0053868,8,6-11
FBgn0053872,8,6-11
FBgn0035903,592,583-601
FBgn0035490,505,480-530
FBgn0033355,317,310-325
FBgn0038805,317,310-325
FBgn0004087,1292,1105-1480
FBgn0027568,1292,1105-1480
FBgn0085477,556,530-583
FBgn0032612,556,530-583
FBgn0250847,35,34-37
FBgn0085476,556,530-583
FBgn0036951,202,132-272
FBgn0003270,810,797-824
FBgn0041096,810,797-824
FBgn0030660,810,797-824
FBgn0037687,1714,1660-1768
FBgn0051852,1714,1660-1768
FBgn0031855,672,601-743
FBgn0039280,1488,1480-1496
FBgn0051221,1488,1480-1496
FBgn0035268,987,952-1023
FBgn0284244,748,743-753
FBgn0034974,748,743-753
FBgn0266186,1488,1480-1496
FBgn0264895,1488,1480-1496
FBgn0032001,1488,1480-1496
FBgn0032002,1488,1480-1496
FBgn0032003,1488,1480-1496
FBgn0052533,1292,1105-1480
FBgn0003943,91,50-132
FBgn0038533,91,50-132
FBgn0083975,987,952-1023
FBgn0025743,1714,1660-1768
FBgn0027865,1488,1480-1496
FBgn0032916,1488,1480-1496
FBgn0039235,22,11-34
FBgn0036531,35,34-37
FBgn0066304,35,34-37
FBgn0030057,1488,1480-1496
